age,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,risk_level,stress_level_ord,gender_Male,gender_Other,reward_app_share
30,6.75,4.83,2.74,5.81,4.74,210,79,High,1,0,1,1.1214813153361014
35,9.65,1.58,2.9,1.56,6.52,194,34,High,0,1,0,0.46424865655454345
31,5.51,1.95,0.64,5.15,4.53,139,54,Low,1,0,0,0.47005436115165855
35,6.22,4.81,1.27,1.71,5.33,37,144,Moderate,2,0,0,0.9774918042617678
25,10.95,4.15,1.32,2.11,8.78,178,150,Moderate,2,0,1,0.49954333337503815
29,7.01,5.47,2.45,3.92,8.82,194,97,High,0,0,1,1.1298143894701298
27,3.22,3.34,3.08,3.33,6.79,144,26,Low,2,0,1,1.9937882006868939
20,11.53,1.42,3.83,3.46,4.53,36,68,Moderate,0,1,0,0.4553338720438967
35,10.46,5.33,2.97,2.89,8.18,38,54,Moderate,2,1,0,0.7934989681167335
20,3.49,4.87,2.23,3.66,5.52,86,119,High,2,0,0,2.034383371236856
18,6.51,1.15,0.02,4.46,4.78,210,164,Low,0,0,0,0.17972347469685487
27,8.46,2.05,3.71,2.6,8.2,27,136,High,0,0,1,0.6808509833509475
27,11.64,1.29,2.71,5.53,8.08,206,180,Moderate,0,1,0,0.3436425821612902
18,8.15,2.67,2.19,0.97,5.45,209,103,Moderate,2,1,0,0.5963189452369392
25,8.55,1.89,0.46,4.19,7.05,33,155,High,2,0,1,0.274853769022951
20,5.26,1.59,2.32,5.73,6.11,191,75,Low,2,0,0,0.7433458662840559
33,7.06,3.89,1.22,3.71,7.04,113,95,Moderate,0,1,0,0.7237959314736642
25,9.41,4.02,1.11,2.48,7.56,104,137,High,1,0,1,0.5451646604500893
21,4.58,3.84,3.37,5.22,5.13,157,65,Low,2,1,0,1.5742354641407283
34,8.68,4.97,2.32,4.73,5.46,29,156,Moderate,2,0,0,0.8398616543938187
30,5.01,4.75,2.93,2.1,6.59,150,38,Moderate,2,0,1,1.5329338257617113
23,9.81,1.27,0.64,3.61,7.05,243,52,Moderate,1,1,0,0.1946992665953857
33,5.09,1.95,0.94,4.18,6.83,222,107,Low,1,0,1,0.5677798491591651
28,3.93,5.83,2.53,2.0,7.84,168,154,High,1,0,1,2.127225921825465
20,7.65,2.57,3.63,3.34,6.09,242,103,Low,1,0,0,0.810457410397724
23,5.07,3.33,1.12,1.33,5.21,174,45,Low,1,0,0,0.8777118584394756
33,7.31,3.75,2.59,2.76,5.6,52,161,Low,0,1,0,0.8673049429131405
23,5.32,1.49,3.83,3.8,7.04,24,87,Low,0,0,0,0.9999998120301105
23,4.97,2.76,0.57,3.7,7.95,179,145,Low,2,0,1,0.6700199859114716
20,5.07,2.62,0.43,1.61,8.37,149,122,Low,2,0,0,0.6015777906158204
19,10.9,3.42,3.01,1.01,7.47,250,169,High,0,0,0,0.5899082027607153
19,9.28,2.86,3.75,3.15,7.96,109,165,High,2,1,0,0.7122844060038356
26,7.29,1.78,3.44,2.06,8.45,124,80,Low,2,0,1,0.7160492844925536
18,6.38,1.63,3.22,2.75,4.98,129,164,Moderate,2,0,1,0.7601879686225754
26,11.93,2.69,0.81,3.54,7.01,65,109,High,1,0,1,0.2933780139666376
29,9.97,2.69,0.55,5.25,5.04,78,129,Moderate,0,0,1,0.32497489217904796
30,10.07,4.9,2.46,4.27,4.73,119,177,High,0,0,1,0.7308837407265402
31,3.79,1.95,1.48,3.85,7.76,122,172,Low,1,0,1,0.9050129538224395
33,6.95,1.61,2.63,4.92,5.79,28,168,Low,2,0,1,0.6100718546659202
19,6.24,4.1,3.9,0.98,5.74,122,105,Moderate,1,0,1,1.2820510765943787
20,11.27,3.52,2.9,3.58,7.12,108,85,High,0,0,1,0.5696538979898937
18,5.35,2.74,0.43,0.9,5.82,49,146,Low,2,0,0,0.5925232537339714
33,9.93,4.67,3.84,3.02,6.57,170,22,High,1,0,1,0.8569989066466358
25,9.09,1.76,1.26,5.75,6.82,22,82,High,0,1,0,0.33223318677302677
35,11.38,3.12,1.41,5.42,5.71,211,63,Moderate,0,0,0,0.39806674885177956
24,5.06,5.09,3.35,2.46,8.01,50,35,Moderate,2,0,1,1.667983860082241
19,10.63,2.54,1.26,5.44,8.46,167,85,High,2,1,0,0.35747879986088427
22,3.49,4.9,1.91,3.47,6.76,120,59,High,0,0,1,1.9512888391722523
18,3.11,1.66,2.32,2.29,7.26,86,62,Low,0,0,1,1.2797423537805934
28,6.29,3.24,0.84,4.35,6.18,238,117,Low,0,1,0,0.6486485455248735
26,10.24,3.55,3.43,1.58,8.1,209,53,High,0,0,0,0.6816405584335393
22,11.96,5.17,2.07,4.46,8.03,96,79,High,2,1,0,0.6053511199539198
23,3.54,4.98,1.91,3.96,6.52,105,81,High,2,1,0,1.9463271338058945
31,4.09,5.27,3.85,1.59,7.09,186,152,High,1,0,1,2.2298283056654506
34,7.39,4.55,3.56,2.6,5.79,181,52,High,2,0,1,1.0974288095495521
30,10.64,0.89,0.65,1.76,5.93,94,83,High,1,0,0,0.14473682850217778
34,11.69,2.78,0.74,0.63,7.77,189,79,Moderate,2,1,0,0.3011120358330166
30,3.93,0.85,3.51,3.52,4.62,121,149,Low,0,0,1,1.10941447597596
22,3.76,5.62,1.56,1.76,7.82,133,175,Moderate,2,1,0,1.9095739602196915
29,10.74,2.29,1.9,5.86,6.93,89,155,High,2,0,1,0.39013031749252164
31,7.71,4.02,1.24,2.41,6.93,226,37,High,1,1,0,0.6822307805148144
27,3.1,3.38,3.03,1.25,5.79,156,17,Low,1,1,0,2.0677412684705585
31,10.18,3.78,3.19,3.52,5.35,245,158,High,0,0,0,0.6846757677135789
25,5.37,2.82,0.96,4.7,8.59,226,84,Low,2,1,0,0.7039104834431129
20,4.64,2.09,2.55,3.9,5.72,179,140,Low,0,0,1,0.999999784482805
18,4.67,1.06,1.08,4.43,7.77,79,38,Low,1,0,0,0.45824401322398006
27,10.07,3.24,1.49,4.33,4.64,40,52,High,1,1,0,0.4697119692440945
24,11.06,1.88,1.53,0.57,8.89,202,78,Moderate,1,1,0,0.3083182361375917
32,9.62,1.02,2.66,1.65,6.25,99,97,Moderate,2,0,0,0.38253634277169
33,8.75,1.59,3.55,5.25,5.48,48,75,Moderate,1,0,0,0.5874285042938853
21,6.56,1.84,3.88,3.7,7.61,196,167,Low,0,0,0,0.8719510865928222
20,9.17,2.36,3.88,4.68,4.77,111,180,Moderate,2,0,0,0.6804797513108233
25,5.85,3.57,2.58,2.41,8.51,207,64,Low,1,0,0,1.0512818715757486
19,7.37,2.91,1.18,4.33,5.35,67,154,Moderate,2,0,1,0.5549524348775529
35,4.44,3.42,1.8,5.01,6.94,136,15,Low,2,1,0,1.1756754108839162
29,9.98,1.81,2.88,4.12,6.93,119,63,High,1,0,0,0.4699398326713594
31,8.77,1.11,2.09,0.87,8.26,53,60,High,0,1,0,0.36488023205470566
21,3.29,4.03,1.55,3.19,7.31,171,80,Moderate,0,1,0,1.6960481167027
33,11.36,5.08,1.87,4.01,6.12,210,121,High,2,0,1,0.6117957207926303
19,9.61,5.09,0.31,1.69,6.84,45,74,Moderate,0,0,1,0.5619146137445772
23,8.03,3.57,2.98,4.71,7.09,192,132,Moderate,1,1,0,0.8156910565764564
35,6.61,2.36,0.63,5.99,6.49,110,95,Moderate,1,0,1,0.4523448634879177
31,10.44,2.28,0.96,3.5,6.19,160,80,High,1,1,0,0.3103447978596937
19,11.85,3.78,2.07,5.96,5.86,96,71,High,1,0,1,0.49367084441596254
34,8.01,5.59,0.62,0.71,6.1,55,82,Moderate,2,0,0,0.7752808020872907
27,3.83,2.7,3.67,4.54,7.76,222,138,Low,2,1,0,1.6631849443381346
30,3.71,0.81,3.08,2.41,8.18,126,45,Low,0,1,0,1.048517237596432
27,7.72,2.26,2.26,2.3,7.64,59,27,Low,1,1,0,0.5854921521383222
31,5.61,2.67,0.53,0.95,7.07,32,155,Low,0,0,1,0.5704098804973475
22,9.86,3.15,0.79,2.67,7.07,163,172,Moderate,2,1,0,0.39959427996001223
26,9.99,2.28,3.7,0.99,7.52,128,108,Moderate,1,0,0,0.5985985386788251
23,11.89,3.89,3.96,2.93,5.16,31,74,Moderate,1,1,0,0.6602186156250113
19,5.19,3.92,0.59,5.08,5.79,107,43,Low,1,1,0,0.8689786379617267
35,4.91,3.51,3.0,3.52,7.3,56,19,Low,2,1,0,1.325865310414397
19,5.56,4.84,2.47,0.79,7.45,22,32,Moderate,1,1,0,1.3147479649733878
27,10.81,4.07,0.92,2.59,8.89,45,95,Moderate,2,1,0,0.4616095780194655
34,11.7,3.58,2.85,0.72,8.65,98,100,Moderate,2,0,0,0.5495726026006323
29,6.2,2.16,3.98,5.88,5.74,35,175,Moderate,1,1,0,0.9903224209157386
22,6.08,2.66,0.55,4.51,6.84,193,171,Moderate,2,1,0,0.5279604394801909
22,6.84,2.22,2.42,2.97,5.09,187,50,Low,2,0,0,0.678362473923615
34,11.19,2.87,3.64,4.74,7.45,164,55,Moderate,2,0,0,0.5817693850072042
22,9.54,4.71,3.52,2.78,6.35,133,178,Moderate,1,1,0,0.8626833477271126
22,4.66,4.69,2.45,1.97,7.05,79,167,High,2,1,0,1.5321885124058987
33,4.21,5.15,1.88,4.07,5.33,119,140,Moderate,0,1,0,1.669833332581156
31,9.88,0.58,1.08,2.77,7.84,71,67,High,1,0,0,0.16801617732629787
25,6.85,4.77,2.43,5.03,7.74,120,171,Moderate,2,0,0,1.0510947370664616
32,10.44,0.73,3.98,3.35,6.28,208,25,Moderate,2,0,0,0.45114938207381405
32,6.58,2.18,3.31,3.04,6.4,176,28,Moderate,0,1,0,0.8343463777589092
34,4.02,4.78,3.75,4.33,5.11,125,97,Moderate,0,0,0,2.121890019430344
20,5.25,4.3,3.63,4.88,7.73,51,38,Moderate,1,0,1,1.5104759027664947
30,9.54,5.86,2.45,1.38,6.98,31,58,Moderate,2,1,0,0.8710690910829046
23,9.92,0.78,1.23,4.52,8.82,93,175,Moderate,0,0,1,0.20262094731643676
26,3.11,3.24,1.99,4.94,7.24,146,75,Low,2,0,0,1.6816714849930918
32,3.71,3.8,0.98,3.51,7.29,162,68,Low,0,1,0,1.288409356223893
22,10.68,4.17,3.35,2.14,8.64,32,42,High,0,0,1,0.7041197842584472
35,4.6,3.0,2.32,5.62,4.92,96,97,Low,1,0,1,1.1565214877127201
20,5.64,1.24,2.78,2.01,6.87,154,68,Low,2,0,1,0.712765831069888
34,11.88,3.16,2.75,5.64,8.94,93,124,High,1,1,0,0.49747470559977225
33,7.68,3.98,1.97,1.49,7.24,201,89,Low,0,0,0,0.7747394824557966
21,9.64,1.64,2.46,2.78,4.7,109,158,Moderate,0,0,1,0.42531115920008716
27,5.29,0.87,1.2,3.52,7.95,49,100,Low,2,1,0,0.39130427385552474
28,10.5,5.57,1.92,3.11,4.66,54,138,High,1,0,0,0.713333265396832
19,10.52,2.15,2.9,2.24,6.91,73,162,Moderate,1,0,0,0.4800379771827018
18,6.05,2.56,2.14,1.41,7.23,67,167,Low,1,0,0,0.7768593757257231
31,3.78,5.32,1.49,5.06,5.86,154,92,Moderate,1,1,0,1.8015868249770306
32,7.55,4.89,3.62,1.35,6.03,143,149,Moderate,1,0,1,1.1271521685891168
22,4.85,0.7,1.55,5.26,5.02,99,26,Low,2,0,0,0.46391743012011755
19,3.93,4.71,2.98,0.62,7.91,183,68,High,0,0,1,1.9567425046456728
28,9.96,4.19,1.09,1.37,5.02,179,158,High,0,0,0,0.5301204287027682
22,11.49,4.92,2.3,1.44,5.9,248,101,Moderate,0,0,0,0.6283724431355576
19,3.95,0.8,1.71,1.48,7.18,171,176,Low,2,0,0,0.635442877103069
28,10.36,4.42,2.68,3.43,8.88,213,134,Moderate,0,0,0,0.6853281191768226
27,9.16,4.41,1.86,1.77,5.51,240,172,Moderate,1,0,1,0.6844977418670588
28,10.1,5.35,1.81,0.67,6.64,109,137,High,0,0,1,0.7089108208999189
22,7.57,2.73,2.86,1.09,7.0,38,92,Low,1,0,1,0.7384411177752817
25,7.93,5.86,1.54,2.37,8.16,171,125,Moderate,1,1,0,0.9331650777849839
20,9.65,4.42,3.35,1.13,7.18,103,157,High,1,0,0,0.8051812637117861
20,8.38,4.27,2.39,5.01,5.97,185,30,Moderate,0,0,1,0.7947493085024692
22,7.08,2.1,2.46,2.96,5.43,244,96,Moderate,2,0,1,0.6440677056401546
29,11.91,3.7,2.45,3.31,8.31,238,90,Moderate,2,0,1,0.5163727526135389
35,10.39,2.48,3.44,5.26,5.56,199,166,High,1,0,0,0.5697785784621195
31,7.91,4.14,1.9,1.54,6.23,112,121,Moderate,2,1,0,0.7635902953741723
20,8.84,1.29,3.54,4.12,8.89,54,36,High,1,0,1,0.5463800286900421
23,7.09,2.83,3.28,2.62,5.52,128,169,Moderate,1,0,0,0.8617770293685431
35,8.19,0.68,0.15,3.16,6.16,168,138,High,0,0,0,0.10134308896909783
34,3.7,5.39,0.35,3.1,7.84,191,34,Moderate,2,0,0,1.5513509320673153
35,10.01,3.08,2.05,3.08,7.8,127,105,Moderate,1,1,0,0.5124874612899639
27,9.54,3.6,0.25,3.1,5.26,33,89,High,2,0,0,0.40356389899749495
20,4.14,0.92,3.14,1.89,7.27,90,80,Low,0,0,1,0.9806760916241326
32,6.33,1.46,3.13,1.8,5.31,155,23,Low,0,0,0,0.7251183688596573
31,9.93,1.81,1.76,4.01,5.45,207,103,Moderate,1,1,0,0.3595165801091058
32,6.59,2.16,2.98,4.64,6.9,117,114,Low,0,0,0,0.7799695326298131
32,6.44,2.24,2.12,5.76,4.94,156,178,Moderate,1,0,0,0.6770185284132719
26,10.22,1.9,2.34,3.04,7.54,81,165,Moderate,2,0,0,0.41487275784023897
35,3.1,0.55,0.27,2.76,6.86,195,129,Low,2,1,0,0.26451604370450205
19,3.21,1.01,3.75,4.11,8.26,173,178,Low,0,0,0,1.4828655816618124
23,11.06,4.33,1.01,3.07,8.71,183,131,High,1,0,0,0.48282093283716704
23,10.03,2.03,0.25,2.64,8.98,86,82,Moderate,0,0,1,0.2273180231986019
30,4.61,3.21,0.58,4.73,5.48,184,42,Low,2,1,0,0.822125635113745
20,3.63,4.5,3.11,0.6,6.74,187,178,High,0,1,0,2.0964181552567065
28,11.14,3.66,2.06,5.67,6.71,131,118,Moderate,0,0,0,0.5134649449313335
33,4.09,3.44,3.97,2.33,5.86,34,176,Low,2,0,1,1.8117354983531788
28,3.72,3.03,3.07,4.06,5.29,30,113,Low,1,0,1,1.6397845054342726
29,7.38,5.37,1.75,1.54,4.66,26,166,High,1,0,0,0.9647695169689001
35,11.68,4.96,3.87,0.59,6.03,106,25,Moderate,0,0,1,0.7559930859594961
25,11.32,0.7,0.57,4.1,6.62,178,26,Moderate,2,1,0,0.11219080280999975
19,11.14,5.01,0.39,3.86,8.26,36,42,Moderate,2,1,0,0.4847396333267833
31,6.04,5.1,2.95,2.71,5.04,195,162,Moderate,1,0,1,1.3327812362944973
23,6.02,1.16,0.56,2.78,7.63,161,57,Low,2,1,0,0.2857142382534488
30,10.0,0.59,1.95,0.53,5.31,42,166,Moderate,1,1,0,0.25399997460000256
22,8.76,3.38,1.65,5.66,7.25,29,167,High,1,0,0,0.5742008476939672
31,3.04,1.8,0.47,3.42,4.93,112,153,Low,1,1,0,0.7467102806874076
24,4.01,1.32,3.38,5.51,6.74,60,26,Low,1,0,0,1.1720695331497424
26,6.01,4.93,3.03,0.74,7.83,157,60,Moderate,0,1,0,1.324459014233109
25,9.49,3.76,1.3,1.59,7.55,103,73,Moderate,1,1,0,0.5331927783780002
31,10.83,2.57,0.88,3.09,6.68,247,126,Moderate,2,0,0,0.31855952737215815
29,4.23,4.46,2.53,5.87,5.41,52,23,Moderate,0,1,0,1.6524818788458913
32,7.13,1.44,1.37,5.38,7.22,222,178,Low,0,0,0,0.3941093416396435
34,7.4,5.98,2.37,5.1,5.76,206,124,High,0,0,0,1.1283782258948345
25,11.03,3.75,0.6,3.66,4.52,31,25,High,2,0,1,0.3943789307000063
30,7.31,4.89,3.29,2.99,5.58,162,18,Moderate,1,0,0,1.119014894799604
27,5.15,5.99,0.06,4.18,5.23,137,161,High,0,1,0,1.1747570534452323
30,4.66,5.29,2.51,4.37,4.51,180,33,Moderate,2,0,0,1.6738193833005615
31,9.78,4.34,2.45,3.66,5.43,195,35,High,1,1,0,0.6942739576406998
21,6.45,3.06,0.16,2.52,7.42,200,32,Moderate,0,1,0,0.4992247288023676
35,4.02,3.13,3.76,3.69,8.82,73,72,Low,1,1,0,1.7139299219079798
20,6.36,2.99,2.01,5.06,6.62,156,151,Low,1,1,0,0.7861633984019814
32,3.79,2.65,0.72,5.77,4.85,62,85,Low,0,1,0,0.8891818234348751
34,11.57,0.62,1.67,4.25,8.69,141,103,High,2,1,0,0.1979256527289842
20,3.2,4.91,3.34,3.36,6.01,168,102,High,1,0,0,2.5781241943361892
27,8.11,5.44,1.23,4.84,5.52,115,88,High,0,0,0,0.8224413289221544
32,11.61,3.9,0.64,3.44,5.32,64,54,High,0,0,1,0.39104217131419716
22,6.97,2.53,0.82,4.39,7.49,108,52,Moderate,2,1,0,0.48063120794387254
18,6.64,3.25,0.58,3.02,5.94,21,154,Moderate,1,0,0,0.5768071420471171
22,10.2,4.51,3.69,2.36,5.01,142,25,High,2,1,0,0.8039214898116187
30,8.56,1.71,1.43,2.3,7.24,69,164,Moderate,1,1,0,0.36682238705345943
35,10.65,4.22,3.83,5.87,6.27,145,96,High,2,0,0,0.7558684736273734
22,9.44,2.85,1.54,0.57,6.05,98,129,High,0,0,1,0.46504232361839803
31,10.23,2.09,3.22,5.84,6.41,249,121,Moderate,2,1,0,0.5190615328385599
27,7.27,5.27,3.95,0.86,8.82,213,111,High,1,1,0,1.2682254101478114
35,7.16,3.62,3.66,1.6,8.25,94,156,Moderate,1,0,1,1.0167596345307772
32,5.02,4.85,0.62,2.15,7.38,182,135,High,2,1,0,1.0896412172029448
33,11.16,4.05,0.11,4.71,6.72,37,168,High,2,0,0,0.37275982322940654
33,11.77,5.0,1.49,4.53,4.58,86,56,High,0,0,1,0.5514018223108054
22,6.22,0.79,1.44,4.0,8.8,32,89,Low,2,0,1,0.35852084268153656
23,9.88,3.79,0.67,2.27,5.92,236,92,Moderate,2,0,1,0.45141695835860746
29,10.41,0.57,2.07,2.55,6.68,107,56,Moderate,0,0,1,0.253602281114094
34,10.61,4.42,2.81,4.91,6.38,39,44,High,0,0,0,0.6814325465190815
29,4.25,2.93,3.95,3.38,8.87,64,92,Low,0,0,1,1.6188231485122004
22,9.19,2.19,0.84,5.9,6.41,215,43,Moderate,1,1,0,0.3297061665172833
21,3.3,4.13,2.37,3.08,8.59,31,31,Moderate,0,0,1,1.969696372819281
24,8.29,1.6,2.68,0.66,5.16,211,86,Moderate,1,0,1,0.5162846180597567
25,7.54,0.88,3.28,4.7,6.88,203,64,Low,0,1,0,0.5517240647580816
34,10.66,3.11,2.79,1.52,7.53,47,61,Moderate,1,0,1,0.5534708674042339
25,6.67,4.69,1.26,3.06,6.84,146,107,Moderate,2,0,0,0.892053839272288
33,4.04,2.06,2.4,2.22,8.89,133,72,Low,1,1,0,1.1039601227821478
33,11.45,2.52,0.05,4.21,7.52,121,127,Moderate,2,1,0,0.22445412886863506
30,6.61,3.75,0.41,5.59,8.9,36,108,Moderate,1,1,0,0.6293493752875378
25,10.54,4.49,1.11,4.42,7.12,89,179,High,1,0,0,0.5313092475038665
34,5.51,4.72,0.43,1.88,6.74,180,49,Moderate,2,0,0,0.9346640771934523
18,11.75,2.6,2.72,1.34,7.3,44,34,High,2,1,0,0.45276591891353885
27,8.96,3.2,1.05,2.39,8.37,159,19,Moderate,0,0,0,0.47433030420420713
32,5.83,2.57,1.84,0.68,7.0,240,92,Low,0,1,0,0.7564321172500656
27,9.44,3.18,0.44,4.21,7.47,195,153,Moderate,1,0,0,0.383474535648884
26,7.45,5.84,2.47,2.44,8.9,102,30,High,0,0,0,1.1154360918877728
18,9.89,3.94,1.52,2.85,8.96,125,104,Moderate,0,0,1,0.552072744987589
27,8.33,5.51,0.26,2.18,6.02,25,152,High,1,0,0,0.692676987673831
18,9.26,3.73,3.94,2.58,6.26,166,40,High,0,0,0,0.828293647052522
34,10.3,4.17,0.67,2.15,8.86,71,142,High,0,0,0,0.4699028669997216
19,5.68,3.65,3.22,3.94,8.81,203,163,Low,1,0,1,1.209506829312178
34,7.28,1.65,3.18,4.08,5.86,225,91,Low,2,0,0,0.6634614473267243
30,5.26,3.33,2.69,3.51,8.46,180,147,Low,2,0,1,1.1444864744322292
32,5.41,4.01,3.24,5.19,8.58,164,175,High,0,1,0,1.3401106580202111
25,4.35,4.27,1.2,2.89,5.93,232,31,High,1,0,1,1.2574709752940287
23,5.31,3.81,1.62,1.12,5.36,82,94,Low,2,0,1,1.0225986774767086
19,4.82,2.0,0.12,4.84,5.75,160,60,Low,0,1,0,0.4398339336444121
20,5.83,2.14,0.25,5.75,8.54,191,38,Low,2,1,0,0.4099484717069517
34,11.4,3.37,3.32,5.72,8.69,84,142,High,0,0,0,0.5868420537857847
30,10.25,4.59,3.74,1.7,4.98,74,85,High,1,0,1,0.8126828475431369
29,9.3,1.12,2.18,3.11,5.61,91,52,High,2,1,0,0.3548386715227235
19,10.57,4.14,3.76,4.3,8.05,81,79,Moderate,1,0,1,0.7473982263577836
25,10.72,2.64,3.64,2.66,8.9,85,92,Moderate,0,1,0,0.5858208408749216
32,8.68,5.34,3.07,2.73,4.65,241,35,High,1,0,0,0.968893897592869
31,10.89,5.01,3.3,4.34,6.78,110,122,High,2,0,1,0.763085329376921
18,9.86,4.03,0.73,2.94,7.38,20,117,Moderate,1,1,0,0.48275857172833964
23,5.25,4.42,3.07,4.07,5.09,172,120,High,1,0,1,1.4266663949206866
22,5.35,4.28,3.31,4.9,5.39,126,109,Moderate,1,1,0,1.4186913236090983
35,8.82,3.95,3.63,5.86,5.39,199,58,High,2,1,0,0.859410333400189
20,11.62,1.44,2.27,0.58,6.87,217,131,Moderate,1,0,1,0.319277080957222
24,4.71,5.24,3.13,2.08,6.72,53,125,High,2,0,1,1.7770696863970943
24,6.76,2.75,0.58,2.1,5.68,178,130,Low,1,1,0,0.49260347742552113
33,4.2,2.28,2.77,4.28,7.71,201,123,Low,1,0,1,1.2023806660998413
19,3.47,5.62,1.88,2.45,7.23,191,168,High,0,0,1,2.1613826624257455
30,5.72,2.67,1.48,5.82,7.02,168,60,Low,2,0,0,0.7255243486845545
22,3.81,4.41,1.73,1.93,5.91,52,142,High,1,0,0,1.6115481334519335
26,8.52,4.69,1.06,2.22,8.52,100,140,Moderate,0,1,0,0.6748825498964144
22,3.49,1.51,1.88,1.4,6.6,49,141,Low,1,0,0,0.9713464265483016
21,10.61,5.27,0.49,1.01,8.41,66,58,Moderate,1,0,1,0.5428840204633346
23,6.75,0.92,3.07,4.22,8.49,26,87,Moderate,2,0,0,0.5911110235391076
21,10.53,1.35,0.32,5.07,7.47,136,175,High,2,1,0,0.15859447686662143
32,5.92,4.52,2.94,5.77,7.06,74,27,Moderate,1,0,1,1.2601349222745062
20,7.92,3.81,0.37,1.9,5.58,217,117,Moderate,0,0,0,0.5277777111391778
27,8.82,5.75,0.62,2.14,8.1,208,94,High,2,0,1,0.7222221403376259
21,10.49,3.32,1.96,5.37,6.64,164,168,Moderate,1,0,0,0.5033364629803181
31,3.84,3.32,3.89,4.22,7.41,202,54,Low,2,0,0,1.8776036777073757
31,3.71,4.91,1.2,5.91,7.58,96,78,Moderate,1,1,0,1.6468998256334701
34,3.97,2.84,0.38,4.13,7.06,84,105,Low,0,0,1,0.8110829191226903
32,4.62,1.5,1.57,0.96,8.45,96,95,Low,1,0,0,0.6645020206705583
23,4.9,0.93,3.93,1.93,7.53,131,151,Low,1,1,0,0.9918365322782586
33,7.14,2.73,2.63,4.59,7.77,97,173,Moderate,2,0,0,0.7507001749719642
20,4.13,0.58,0.45,0.59,8.87,239,21,Low,2,0,0,0.24939461273738192
35,4.72,2.16,1.85,3.11,4.6,62,54,Low,1,1,0,0.8495760911915061
32,8.27,1.61,2.28,5.09,4.73,22,41,High,2,0,0,0.4703747919740276
35,11.99,0.7,1.6,3.32,7.76,193,139,High,0,0,1,0.19182650610287688
28,7.98,1.97,2.59,5.39,5.03,179,180,Low,2,1,0,0.5714284998209899
27,9.54,3.08,1.75,3.29,7.14,195,101,Moderate,2,0,0,0.5062892551059482
30,11.64,5.08,2.69,4.54,8.08,224,56,High,1,1,0,0.6675257158483062
23,4.8,3.83,0.4,2.79,8.97,97,75,Low,0,0,0,0.8812498164062883
29,9.09,1.46,3.44,3.27,8.13,106,125,Moderate,0,0,0,0.5390538460886859
26,11.94,4.82,3.08,4.74,7.01,249,53,Moderate,2,0,0,0.6616414856246663
32,11.66,4.66,3.9,4.8,7.24,239,41,Moderate,0,0,1,0.7341337277758382
21,10.84,5.51,0.63,2.11,6.49,149,142,High,0,0,0,0.5664206119538181
22,4.11,1.61,3.88,4.73,4.53,233,136,Low,2,0,0,1.3357660983537472
29,9.44,2.78,2.52,1.85,7.89,155,122,High,0,0,0,0.56144061849146
32,11.57,3.34,2.73,5.69,6.49,217,17,Moderate,2,0,0,0.5246326253558665
28,6.61,4.75,1.74,2.66,4.67,184,53,High,0,0,0,0.9818455398115673
35,10.86,4.47,1.25,2.39,8.22,250,150,High,0,0,1,0.5267034505797928
24,10.99,3.93,2.47,2.93,6.05,227,118,Moderate,1,0,1,0.5823475357281588
28,6.51,4.45,3.52,3.36,6.93,74,38,Moderate,1,1,0,1.2242701652426782
18,11.01,3.47,1.03,5.08,5.87,128,144,High,0,0,1,0.40871930892649333
34,6.19,0.76,2.6,1.19,5.84,208,16,Moderate,0,0,0,0.5428108977688372
27,9.0,4.98,2.29,1.27,6.2,208,78,High,2,0,0,0.8077776880247014
21,4.32,2.84,1.65,1.01,6.41,53,136,Low,0,0,1,1.0393516112612011
35,7.67,2.67,1.05,3.24,6.41,132,140,Low,1,0,1,0.48500645567060546
22,7.36,3.02,3.87,3.32,6.88,197,69,Moderate,0,1,0,0.9361411771547313
31,3.99,2.53,1.16,3.38,5.03,98,110,Low,1,1,0,0.9248117982927822
31,3.44,5.42,3.56,1.69,8.19,145,15,Moderate,1,0,0,2.610464357423152
33,8.16,3.61,3.6,4.8,6.64,204,170,High,0,0,1,0.8835783230908918
32,4.34,4.5,0.36,3.94,7.31,119,74,High,1,0,1,1.1198154101807811
26,8.81,5.26,2.83,3.65,8.08,201,94,Moderate,0,0,1,0.9182745836237703
35,8.19,0.79,2.28,1.54,6.64,249,19,Moderate,2,0,0,0.37484732907847024
24,5.21,4.38,3.55,2.94,8.13,175,97,Moderate,0,0,0,1.522072644515807
31,4.62,0.63,2.11,2.6,4.91,45,153,Low,0,1,0,0.5930734647027132
22,5.76,2.74,0.68,3.88,5.96,26,29,Low,0,0,0,0.5937498969184207
28,5.32,5.68,3.6,0.79,5.58,172,165,Moderate,2,0,0,1.7443605743683128
19,5.87,3.54,0.26,0.66,7.35,246,19,Low,2,0,1,0.6473593445725137
22,5.74,2.74,0.34,4.0,5.42,56,110,Low,0,0,1,0.5365852723719038
32,3.38,4.97,3.84,3.91,7.44,62,15,High,1,0,1,2.6065081045834004
30,11.99,5.13,0.85,5.12,5.77,61,151,High,1,0,1,0.4987489158674799
21,10.47,4.49,4.0,5.33,5.45,149,96,High,1,0,0,0.8108881747002699
25,8.96,2.27,0.84,5.77,5.98,197,49,Moderate,0,1,0,0.3470981755470786
23,6.72,5.42,2.81,4.69,6.92,221,34,Moderate,2,0,0,1.22470219870503
30,10.45,2.47,0.71,4.72,7.64,22,46,Moderate,0,1,0,0.30430619097548417
