Age,Income_USD,Daily_Screen_Time_Hours,Phone_Unlocks_Per_Day,Social_Media_Usage_Hours,Gaming_Usage_Hours,Streaming_Usage_Hours,Messaging_Usage_Hours,Work_Related_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Stress_Level,Time_Spent_With_Family_Hours,Online_Shopping_Hours,Has_Screen_Time_Management_App,Monthly_Data_Usage_GB,Has_Night_Mode_On,Age_First_Phone,Push_Notifications_Per_Day,Tech_Savviness_Score,risk_level,Education_Level_ord,Gender_Male,Gender_Other,Urban_Urban,reward_app_share
34,68223.79,6.78,71.0,1.36,1.26,0.43,1.45,3.54,5.78,1.01,13.15,1.52,0.71,0,33.69,0,17.0,92.0,43.38,Low,-1,1,0,1,0.4498524410247137
20,17686.73,6.24,71.0,2.7,1.61,2.65,1.18,1.56,6.28,0.96,25.38,0.76,0.29,0,23.93,0,11.0,83.0,82.29,Moderate,3,1,0,0,1.1153844366371095
18,31348.015,8.28,88.0,3.45,1.46,1.79,1.87,2.05,6.61,0.93,46.05,1.84,0.78,0,18.35,1,18.0,98.0,8.44,Low,0,0,0,1,0.8091786462344631
31,40572.32,5.41,106.0,2.2,2.75,1.32,1.31,2.62,7.8,1.69,88.46,1.73,0.35,1,10.7,1,8.0,49.0,90.25,Low,2,1,0,0,1.158964665625755
29,31887.02,4.49,62.0,0.47,0.94,2.68,1.88,2.25,7.45,0.79,75.8,1.26,0.68,1,39.43,1,12.0,113.0,85.59,Low,-1,0,1,1,0.9109129374358713
19,16532.17,2.78,75.0,4.0,1.68,3.02,0.23,2.18,7.5,0.97,9.22,2.09,0.52,0,35.55,1,17.0,98.0,10.7,Low,1,1,0,0,3.0
22,44473.18,5.16,101.0,1.6,2.07,0.95,1.04,1.86,6.02,0.92,35.29,2.04,0.54,0,22.0,0,12.0,111.0,83.22,Low,-1,0,0,1,0.8953486636921194
19,47118.84,7.84,88.0,3.47,2.2,2.0,1.13,1.67,5.14,1.67,34.35,0.64,0.7,1,37.71,1,17.0,96.0,58.04,Moderate,1,0,0,1,0.9783162017453825
24,52683.58,5.52,85.0,0.32,1.35,0.84,1.93,2.71,7.23,1.1,80.57,1.09,0.81,0,32.48,0,10.0,37.0,74.67,Moderate,0,0,1,1,0.45471006255252494
25,24688.45,4.6,96.0,0.1,2.4,3.0,1.57,2.85,6.51,1.59,13.42,2.39,0.48,0,17.49,1,8.0,66.0,34.66,High,2,1,0,0,1.1956519139887145
32,24385.82,5.03,42.0,2.34,2.32,1.02,1.76,2.08,4.38,0.84,51.62,1.44,0.71,1,16.25,1,15.0,100.0,19.0,High,-1,0,1,1,1.1292244275895769
19,35312.3,4.21,83.0,3.6,3.34,2.94,1.71,1.61,7.23,1.4,28.13,2.49,0.14,0,3.93,0,10.0,136.0,87.22,High,1,0,0,1,2.3467927917356786
21,8343.11,3.93,112.0,4.27,3.86,3.54,0.54,0.37,7.4,0.67,19.47,2.13,0.44,0,10.18,0,10.0,179.0,41.76,Low,1,0,1,1,2.9694648932659296
21,31348.015,7.66,90.0,1.36,1.44,1.59,1.0,4.35,6.06,0.56,11.91,2.67,0.89,0,19.2,0,8.0,88.0,32.38,Moderate,1,1,0,1,0.5731069747902121
29,43081.37,9.24,105.0,3.01,1.22,2.0,1.14,1.0,7.05,1.61,97.29,0.35,1.1,1,31.44,0,12.0,109.0,34.37,High,3,1,0,0,0.6742423512724728
20,44810.75,9.78,42.0,4.15,3.09,1.26,2.05,2.07,4.41,1.11,40.63,2.1,1.02,1,28.3,1,9.0,122.0,54.74,High,2,0,0,0,0.8691205655295946
30,38342.6,6.6,37.0,1.23,0.18,1.04,1.62,1.12,6.9,1.33,31.48,1.66,0.33,1,40.58,0,20.0,123.0,40.45,High,3,0,0,1,0.37121206496786896
35,38536.35,4.42,76.0,1.0,1.19,1.14,1.57,1.29,5.79,0.9,16.58,1.54,0.9,1,29.56,0,19.0,127.0,24.35,Low,1,1,0,1,0.7533934947073542
20,19927.68,7.32,77.0,2.4,0.16,1.41,0.74,2.12,2.81,0.98,50.44,1.77,0.83,1,32.11,0,9.0,125.0,87.6,Low,0,0,1,1,0.5423496526844737
30,17317.41,8.2,87.0,0.69,1.43,1.48,1.77,1.45,6.57,0.58,79.93,1.45,0.95,1,23.82,0,10.0,67.0,37.89,High,2,0,1,0,0.43902433670434926
31,37167.42,6.31,43.0,2.21,0.54,2.38,2.13,1.52,8.86,0.1,36.45,3.21,0.94,1,14.55,1,11.0,104.0,40.02,High,0,1,0,1,0.8129951167995061
28,41324.03,5.73,75.0,1.14,1.74,2.62,1.21,2.31,7.21,1.89,36.84,0.71,0.84,1,4.92,1,15.0,92.0,4.99,High,2,0,1,0,0.9598602164292815
30,31348.015,3.06,28.0,1.5,2.1,4.12,1.21,2.12,5.91,0.53,89.38,1.15,0.81,0,44.4,1,18.0,109.0,63.5,High,-1,0,1,0,2.522874992524512
27,26272.23,1.36,61.0,2.87,2.7,2.1,1.69,2.09,8.73,0.6,96.44,1.0,0.36,0,22.26,1,12.0,134.0,11.92,Low,0,0,0,1,3.0
35,27478.95,10.67,124.0,3.27,0.42,2.41,2.01,2.35,5.89,1.47,48.71,0.73,0.48,0,6.46,0,9.0,99.0,58.95,Moderate,2,0,0,1,0.5716962913124376
28,23852.61,9.62,93.0,0.81,3.53,2.54,1.12,2.65,5.77,1.35,94.03,0.24,1.18,0,15.92,1,18.0,70.0,17.1,Low,-1,0,0,1,0.7151766408340291
23,30136.0,7.05,92.0,2.24,1.61,1.37,1.4,2.73,5.92,1.01,62.23,0.57,1.38,0,25.57,0,16.0,106.0,41.04,High,0,0,0,0,0.7404254268900105
28,50912.09,9.54,88.0,0.29,2.82,1.13,1.32,1.69,5.4,1.05,66.65,1.73,1.03,0,30.32,0,16.0,83.0,48.47,High,3,0,1,1,0.4444443978569815
27,7618.94,9.24,93.0,2.41,0.45,2.59,1.43,2.87,6.2,1.53,19.38,1.12,0.81,0,22.24,1,13.0,60.0,3.15,High,-1,1,0,1,0.5898267759927732
20,46828.01,1.5,98.0,2.67,0.85,1.55,1.57,1.21,5.0,1.2,29.79,1.18,0.26,1,17.3,0,12.0,71.0,55.43,High,0,0,0,1,3.0
28,39021.6,6.93,86.0,2.54,1.23,2.87,1.74,1.98,7.67,0.55,18.82,1.16,0.46,0,28.79,1,11.0,101.0,48.9,Moderate,2,1,0,1,0.9581528198913681
28,16279.34,9.97,89.0,2.27,1.04,1.05,1.09,1.85,7.01,0.99,34.12,1.3,0.49,0,20.22,0,19.0,155.0,39.49,High,2,0,1,1,0.43731189194464476
32,45683.13,7.04,115.0,2.92,1.01,0.3,1.68,0.67,5.49,1.24,33.1,1.08,0.42,1,14.22,1,14.0,99.0,17.77,Moderate,0,0,0,0,0.6008521873789506
29,22557.77,8.96,100.0,1.95,1.37,1.86,2.03,1.0,7.93,1.11,43.58,1.51,0.41,1,30.69,1,19.0,134.0,68.7,High,1,0,1,1,0.5781249354771278
19,33935.47,3.95,113.0,3.01,1.54,1.67,2.47,0.71,7.01,2.0,90.83,0.34,0.13,0,29.68,0,9.0,101.0,6.22,Moderate,3,1,0,1,1.5746831456498362
34,47134.24,5.62,99.0,2.99,1.98,3.07,1.1,0.7,7.95,1.77,44.16,0.83,0.81,0,23.57,1,20.0,97.0,73.32,Moderate,1,0,0,0,1.4306047276504044
28,36051.51,5.05,60.0,4.75,1.64,0.64,2.29,2.59,7.56,0.46,66.05,2.48,0.86,1,12.61,1,19.0,92.0,39.55,High,-1,0,0,1,1.3920789322615974
28,6649.62,7.46,84.0,1.69,1.29,1.74,1.71,2.31,5.37,1.27,26.5,1.33,0.81,1,19.74,1,18.0,120.0,81.17,High,2,0,1,0,0.6327076899855643
35,30816.68,5.22,100.0,0.42,0.78,2.11,1.66,0.01,5.57,0.76,69.98,2.02,0.96,1,13.38,0,20.0,84.0,44.27,High,3,0,1,1,0.6340994953832384
34,36916.07,5.53,45.0,2.24,1.14,2.82,1.17,0.91,7.22,0.89,16.02,1.2,1.28,0,23.45,1,16.0,183.0,17.66,Moderate,1,0,0,0,1.1211571209480793
23,31348.015,6.71,97.0,2.33,2.0,0.65,1.35,2.78,8.12,0.94,49.3,0.89,0.39,0,33.98,0,8.0,85.0,68.92,High,0,0,1,1,0.7421757463225416
32,31348.015,4.49,106.0,0.96,0.38,1.78,2.97,0.92,6.37,1.91,94.7,0.56,0.71,1,8.85,0,15.0,85.0,92.28,Low,2,0,0,1,0.6948773508068261
28,21517.27,5.17,89.0,3.23,1.61,0.09,1.48,1.23,5.91,1.21,75.07,3.51,1.1,1,27.26,0,17.0,123.0,62.29,High,2,0,0,1,0.953578152112543
33,31348.015,4.2,96.0,0.72,2.71,1.7,1.55,1.51,7.48,0.13,37.84,0.32,0.45,0,27.83,1,13.0,110.0,58.93,High,1,0,1,0,1.221428280612314
18,10349.09,7.99,49.0,5.03,2.31,2.34,2.28,3.15,9.33,1.11,56.13,0.38,0.73,1,2.12,1,12.0,161.0,98.17,High,-1,0,1,1,1.2115142413624227
32,37909.14,3.78,52.0,1.92,1.75,4.45,2.39,0.18,5.22,0.73,70.92,2.56,0.81,1,31.43,1,17.0,129.0,46.33,High,2,0,1,1,2.148147579855138
19,8269.78,5.72,113.0,1.56,1.84,4.56,2.32,1.09,8.35,0.86,66.11,1.1,0.96,0,17.77,1,19.0,74.0,22.99,High,-1,1,0,0,1.3916081483202538
31,39874.74,8.97,71.0,1.09,1.26,2.48,1.64,1.36,6.85,0.5,60.16,1.92,1.13,1,18.35,1,10.0,192.0,65.62,High,-1,0,0,0,0.5384614784323881
35,50166.35,5.23,126.0,2.94,1.61,0.32,1.62,3.07,6.53,1.05,33.93,1.6,1.34,1,17.94,0,20.0,152.0,73.37,Low,1,1,0,0,0.9311661699491071
29,27992.56,3.03,122.0,3.75,1.93,2.6,1.14,1.1,6.26,0.81,22.63,2.01,0.88,1,52.13,0,18.0,81.0,81.88,High,-1,1,0,1,2.7326723654546647
33,14749.58,5.91,92.0,1.7,0.13,2.0,1.07,1.29,6.02,0.86,44.24,2.57,0.4,0,30.25,1,15.0,86.0,10.31,High,0,0,1,0,0.6480540358622613
28,62564.79,4.12,66.0,3.82,1.71,2.02,1.27,3.14,4.55,1.64,73.69,1.99,0.36,1,15.66,1,17.0,65.0,51.98,High,1,0,1,0,1.8325238270573232
31,32609.85,6.99,76.0,2.55,1.02,3.13,1.57,0.95,6.88,0.95,66.93,2.21,0.14,0,39.82,1,9.0,104.0,55.63,High,2,1,0,1,0.9585120231027147
25,53516.58,8.5,55.0,0.28,1.33,3.08,1.1,0.86,5.97,1.53,7.97,1.63,0.77,0,16.21,0,12.0,116.0,45.72,Low,0,1,0,0,0.5517646409688659
28,21996.82,6.7,56.0,1.91,2.38,3.06,1.14,1.94,7.05,0.74,43.44,0.98,0.15,1,9.81,0,8.0,68.0,32.23,High,-1,0,0,0,1.0970147616395878
28,60269.54,8.27,35.0,2.52,2.56,3.91,1.41,1.3,5.58,0.88,96.81,0.96,0.41,0,24.14,0,20.0,107.0,44.25,High,1,1,0,0,1.0870615372356063
31,40627.34,4.81,106.0,3.04,2.04,2.95,1.03,2.15,7.38,1.35,84.01,3.07,1.56,0,33.68,0,17.0,91.0,1.08,High,0,0,1,1,1.6694383223620954
26,46622.54,4.19,88.0,2.93,2.0,2.64,1.18,2.75,6.54,0.63,34.96,2.0,0.88,0,29.87,1,10.0,88.0,11.67,Moderate,2,0,0,0,1.8066821463765759
19,20921.34,8.88,47.0,1.55,2.03,0.79,1.79,1.79,6.76,0.91,4.02,0.94,1.37,1,10.22,0,9.0,107.0,49.56,High,0,1,0,0,0.4921170616985291
34,14909.54,4.0,61.0,1.74,1.48,2.12,1.78,2.25,7.74,1.51,64.89,1.15,0.9,1,20.42,0,19.0,60.0,93.71,High,3,1,0,1,1.3349996662500834
35,26639.88,6.56,108.0,2.48,1.91,2.27,2.21,1.17,6.75,0.84,96.06,0.75,1.87,0,26.79,0,8.0,111.0,90.43,Low,0,1,0,1,1.0152437476762581
20,27563.96,7.7,100.0,1.98,2.47,1.86,1.58,3.86,7.42,0.62,66.3,0.88,0.55,1,24.87,0,20.0,112.0,48.39,High,0,1,0,1,0.8194804130544918
22,37500.82,9.54,71.0,2.01,0.85,3.36,1.82,1.63,6.09,1.23,51.37,0.72,0.09,0,16.56,0,9.0,132.0,0.17,Moderate,3,0,1,1,0.6519915459128359
32,35054.29,6.64,61.0,2.23,0.77,3.36,1.67,2.21,7.31,1.14,84.78,3.25,0.81,0,31.77,0,11.0,97.0,14.77,Low,3,1,0,1,0.9578311810495209
28,59315.62,4.26,103.0,0.33,0.45,1.56,1.45,2.13,8.82,1.63,22.68,0.53,0.03,0,17.85,0,11.0,92.0,48.49,High,3,1,0,0,0.5492956457052475
23,35280.04,6.16,62.0,2.7,2.64,1.58,2.5,0.26,6.09,0.84,65.79,2.34,0.95,1,29.28,0,19.0,121.0,64.37,Low,-1,1,0,1,1.123376441010318
35,42042.45,4.92,102.0,1.08,1.61,0.23,1.53,1.33,6.66,0.84,95.79,1.38,1.91,0,43.74,1,8.0,108.0,46.81,Moderate,-1,0,0,1,0.5934958143301191
24,28262.61,4.56,30.0,2.19,1.8,4.13,1.6,2.3,7.16,1.59,23.1,1.48,0.68,0,38.91,0,12.0,101.0,55.17,Moderate,2,0,1,0,1.78070136388128
18,30035.08,5.79,65.0,2.4,1.64,1.73,1.47,0.36,6.03,1.2,30.16,0.89,0.58,0,19.91,0,15.0,143.0,25.32,Moderate,2,0,1,0,0.9965455964515376
19,37475.55,9.16,86.0,2.02,3.53,2.91,0.97,0.43,7.57,0.49,82.77,1.97,0.75,1,10.58,1,20.0,154.0,18.2,High,0,1,0,1,0.9235806851986154
28,71858.51,5.66,73.0,2.76,1.02,0.41,1.72,2.0149999999999997,4.99,0.42,51.02,1.05,0.82,1,13.66,1,16.0,95.0,48.27,Low,1,1,0,0,0.7402825547203966
20,41381.73,7.12,17.0,1.7,1.64,1.07,2.26,1.87,5.65,1.44,24.94,0.64,1.35,1,20.9,0,15.0,134.0,76.46,High,3,0,1,0,0.6193819354800653
23,19147.7,6.19,76.0,1.47,1.79,0.66,1.29,1.14,7.57,1.29,74.18,2.47,0.88,0,32.37,0,15.0,90.0,62.06,Low,-1,0,1,1,0.63327938073031
19,8536.87,4.77,43.0,0.22,1.01,0.14,0.9,2.23,6.74,0.79,93.48,1.66,0.72,0,41.18,1,17.0,103.0,46.1,High,0,0,0,0,0.28721167982983653
26,25110.15,2.43,102.0,1.12,4.0,2.49,1.26,1.5,7.18,1.39,14.14,2.01,0.53,1,30.64,0,12.0,117.0,2.19,Moderate,2,0,0,1,3.0
27,31348.015,7.32,50.0,1.43,0.99,2.23,1.49,2.61,6.36,0.45,16.08,1.2,1.56,0,20.23,1,17.0,99.0,66.55,Moderate,-1,0,1,1,0.6352458148571292
31,20300.34,5.24,63.0,2.02,0.72,2.02,0.97,3.85,5.7,1.44,75.26,2.96,0.68,1,25.14,1,20.0,135.0,46.97,High,1,0,1,1,0.9083967732067225
32,31348.015,7.83,84.0,0.93,2.01,1.11,1.67,1.9,5.73,1.19,94.21,1.43,1.01,1,34.52,0,13.0,104.0,49.51,Moderate,-1,0,1,0,0.5172413132514286
25,35692.64,4.43,62.0,2.8,2.18,3.31,2.45,2.31,6.34,1.04,24.95,1.96,0.63,1,25.62,1,11.0,136.0,3.46,Moderate,-1,0,1,0,1.8713314060199988
26,56601.81,10.77,98.0,0.39,1.84,0.71,1.36,0.96,6.04,1.07,89.55,1.48,0.71,1,33.61,0,11.0,117.0,25.21,High,2,1,0,0,0.2729804760463811
19,40526.55,3.31,76.0,2.22,2.37,2.44,1.62,2.75,5.64,1.03,64.91,0.45,1.15,0,29.24,0,9.0,114.0,40.8,High,3,0,0,1,2.1238664278349155
29,19080.09,5.01,72.0,0.34,2.15,0.54,1.2,1.79,7.22,1.03,57.17,1.96,0.39,1,27.97,0,11.0,118.0,81.79,Moderate,1,0,0,1,0.6047902984450502
28,32453.0,9.75,77.0,0.57,0.63,0.7,0.59,0.51,7.05,1.07,1.35,1.92,0.63,0,24.03,0,20.0,76.0,19.18,Moderate,-1,1,0,1,0.19487177488494617
28,5504.11,4.61,63.0,4.1,1.66,2.64,1.51,2.28,7.14,0.9,56.5,1.14,0.1,1,37.73,1,12.0,114.0,62.93,Moderate,1,0,1,0,1.8221254181940523
33,55578.77,5.3,130.0,0.8,1.84,1.76,2.63,0.99,5.55,1.38,7.83,2.34,0.54,0,24.28,1,13.0,63.0,71.84,Low,3,1,0,0,0.8301885226059392
20,37662.59,11.77,118.0,1.94,0.95,1.45,1.23,3.38,7.2,1.42,59.22,2.59,0.52,1,20.25,1,18.0,98.0,26.67,High,0,0,0,1,0.3687340383403536
31,16132.89,7.41,93.0,1.68,1.76,3.08,2.13,1.78,7.63,0.71,2.69,1.4,1.16,1,37.37,0,15.0,109.0,54.58,High,0,0,0,0,0.8798919190429259
26,35314.35,5.05,108.0,2.8,2.14,1.05,0.71,1.51,6.68,1.43,12.88,1.39,0.56,1,23.43,0,9.0,33.0,27.86,Moderate,0,1,0,0,1.186138378982499
18,33839.94,6.63,65.0,3.22,1.33,2.51,1.9,2.73,4.89,1.03,15.83,1.49,1.42,0,13.24,1,9.0,101.0,44.08,High,2,0,1,0,1.0648565513036876
33,31348.015,5.75,75.0,0.87,3.3,2.66,1.99,2.91,6.98,0.96,15.59,0.52,0.94,0,19.84,1,12.0,66.0,19.99,Low,0,1,0,0,1.1878258803781077
29,45144.62,5.56,64.0,2.97,0.58,1.07,0.51,1.04,6.06,1.02,15.13,1.47,1.35,1,20.99,1,14.0,75.0,76.5,Moderate,3,1,0,1,0.8309351023498018
30,3671.88,5.94,106.0,4.45,1.1,1.47,2.07,1.61,7.67,1.85,19.98,3.19,0.3,1,16.52,0,10.0,81.0,56.98,High,3,1,0,1,1.1818179828589255
27,10554.95,5.99,74.0,1.72,1.26,2.82,1.76,1.68,6.68,0.92,78.22,0.19,0.81,1,29.09,0,14.0,0.0,13.19,High,2,0,0,1,0.9682803057962761
33,9016.31,4.92,27.0,3.66,3.92,1.2,2.18,1.18,6.94,0.3,3.45,1.49,1.7,1,26.09,1,17.0,95.0,40.42,Low,1,1,0,1,1.7845524828145358
24,46379.67,6.52,57.0,1.7,2.28,2.13,1.34,2.63,6.86,1.56,10.71,2.87,1.4,1,13.71,1,11.0,98.0,25.52,High,-1,1,0,1,0.9371164206876655
27,16603.37,9.91,67.0,2.26,1.61,1.65,1.7,0.07,7.46,0.61,50.64,1.61,0.52,1,33.24,1,9.0,110.0,87.75,High,2,1,0,0,0.5570130618553923
35,44347.4,4.69,97.0,2.02,0.66,1.87,1.94,0.77,6.71,0.77,34.54,2.39,0.21,1,5.28,0,14.0,87.0,79.31,High,1,0,1,0,0.9701490468765359
18,34508.35,5.82,84.0,1.96,2.82,0.71,0.81,2.12,6.11,0.39,85.82,0.63,0.85,0,17.96,1,10.0,120.0,46.64,High,1,0,0,1,0.9432988069933319
28,2900.25,8.47,78.0,2.47,1.11,1.73,1.42,2.99,7.1,0.75,26.95,0.69,0.81,1,33.52,0,18.0,105.0,70.09,Low,2,0,0,1,0.6269184619930979
28,31348.015,3.21,86.0,2.51,1.61,2.51,1.21,3.27,9.17,0.46,12.53,1.25,0.45,1,23.43,1,8.0,110.0,54.42,High,2,0,0,0,2.0654199173146672
27,1440.34,7.07,40.0,0.75,1.61,2.27,1.3,1.71,7.3,1.14,19.66,0.83,0.2,0,7.72,1,18.0,119.0,19.45,High,1,0,1,0,0.6548796810636944
27,24315.25,5.31,52.0,3.85,0.12,2.24,1.04,0.4,7.28,1.13,98.79,0.68,0.51,0,10.08,0,14.0,68.0,66.87,Moderate,1,0,0,0,1.1694913051805453
29,50604.62,5.0,68.0,1.28,1.36,1.67,1.51,3.18,6.04,0.97,99.73,1.36,0.11,0,38.01,1,18.0,80.0,12.56,Moderate,0,0,0,1,0.8619998276000346
30,46197.88,2.59,113.0,2.02,1.61,2.4,1.0,3.29,6.49,0.66,50.11,1.66,0.42,0,29.93,0,20.0,49.0,13.88,High,-1,0,1,0,2.328184429272421
32,4653.19,5.93,44.0,2.18,1.25,1.31,1.62,2.35,7.34,0.39,19.18,0.9,0.22,0,31.4,0,8.0,110.0,97.86,High,-1,0,1,1,0.7993253289501976
25,16069.2,8.16,119.0,2.28,2.11,2.89,1.71,3.53,7.37,0.71,27.47,1.84,0.81,0,13.43,1,20.0,90.0,38.38,Moderate,1,0,0,0,0.8921567534121626
33,29261.43,9.15,59.0,2.4,0.5,2.49,1.79,2.84,7.71,1.23,37.77,2.23,1.21,0,28.68,1,15.0,104.0,17.59,Low,3,1,0,0,0.5890709738720248
23,39506.12,5.11,107.0,2.39,1.32,-0.0,0.68,1.13,8.25,1.03,1.54,2.1,1.4,1,38.41,1,15.0,98.0,65.06,High,1,1,0,0,0.7260272551805762
35,35555.46,6.74,49.0,1.99,1.88,0.41,1.98,1.31,5.57,1.21,31.39,1.11,0.89,1,34.14,1,11.0,146.0,7.42,Low,-1,1,0,0,0.635014742579415
27,10100.13,4.1,141.0,3.86,2.55,1.97,0.51,2.75,4.18,1.33,48.09,1.87,0.01,0,15.58,1,14.0,130.0,61.2,Low,2,0,0,1,2.0439019405117222
22,33505.69,7.26,83.0,1.59,1.18,1.87,1.82,1.95,6.72,1.18,54.77,1.22,0.87,1,13.1,1,12.0,130.0,17.28,Moderate,2,1,0,0,0.6391183692674424
22,32123.5,4.91,53.0,1.67,1.69,1.39,0.42,1.14,8.2,2.03,52.11,0.85,1.08,1,43.07,0,9.0,118.0,25.4,High,-1,1,0,0,0.9674132449260193
26,8600.62,6.9,60.0,3.53,1.79,1.4,0.83,1.84,4.6,1.23,41.11,2.04,0.52,1,24.88,1,20.0,47.0,74.09,High,2,1,0,1,0.9739129023314634
30,20375.7,7.08,107.0,1.57,1.1,0.08,1.86,2.01,6.46,0.75,66.13,0.78,1.13,0,30.62,1,20.0,131.0,76.37,High,0,1,0,0,0.3884180242347423
21,33750.12,7.07,73.0,1.14,1.72,1.87,0.74,2.68,5.5,1.52,35.74,1.73,0.95,1,21.11,1,12.0,103.0,33.98,Moderate,-1,0,0,0,0.6690239506331046
27,13064.81,9.59,97.0,0.8,1.58,3.04,1.34,2.24,6.24,0.75,91.36,2.56,1.04,0,26.11,0,8.0,141.0,7.98,Low,3,0,1,1,0.5651719952896773
29,29366.85,5.95,102.0,3.55,1.12,2.4,1.11,2.92,7.59,1.41,13.12,1.0,0.3,0,26.23,1,8.0,156.0,84.84,Moderate,0,1,0,1,1.1882350944142699
26,17809.32,9.29,67.0,0.75,1.03,2.41,1.87,2.67,5.97,0.4,38.0,0.31,1.0,1,24.94,0,16.0,106.0,81.34,Low,3,1,0,0,0.45102255640230837
20,24833.03,4.01,99.0,1.49,0.67,0.49,1.38,2.48,6.45,1.14,0.29,1.05,0.75,0,14.72,0,17.0,70.0,13.38,High,3,0,1,1,0.660847715499323
24,49999.28,2.38,104.0,1.76,0.95,3.42,1.89,1.95,10.32,0.42,72.04,2.33,1.12,0,18.41,0,16.0,121.0,56.85,Low,3,0,1,0,2.57562916990371
26,20153.51,7.14,84.0,1.49,1.7,3.12,0.93,3.11,6.89,1.04,11.02,1.37,0.54,1,32.02,0,18.0,136.0,81.91,Moderate,0,1,0,0,0.8837533776255775
20,49369.74,5.32,88.0,2.21,2.68,2.73,1.82,2.26,6.14,1.4,73.18,1.16,0.15,1,18.67,1,13.0,145.0,40.15,Moderate,0,1,0,1,1.432330557832602
24,31845.39,3.11,59.0,0.48,0.09,0.26,1.63,1.08,5.83,1.58,34.62,0.39,0.94,1,13.48,0,20.0,81.0,28.19,Moderate,1,0,1,1,0.26688094312509864
33,8071.95,1.27,133.0,1.47,0.84,2.07,1.89,2.04,6.01,1.17,57.47,1.21,1.13,1,13.62,0,13.0,96.0,99.27,Moderate,1,0,1,0,3.0
23,52664.25,9.38,45.0,1.55,2.45,2.67,0.93,2.51,5.96,1.12,75.24,0.62,1.23,0,23.54,0,15.0,150.0,52.07,Moderate,2,0,0,0,0.7110873442337586
24,44449.19,5.06,39.0,2.95,1.33,3.24,1.55,1.83,7.89,1.39,88.03,1.62,0.39,1,31.86,0,16.0,83.0,96.97,Moderate,3,1,0,0,1.4861657141964992
29,36250.75,5.6,73.0,3.15,1.7,1.45,1.58,2.56,7.3,1.85,78.86,1.95,1.45,1,26.5,1,10.0,90.0,68.31,Low,0,0,0,1,1.1249997991071787
18,42104.56,4.87,134.0,1.59,2.19,1.51,1.07,0.48,7.6,1.42,24.88,0.46,0.98,1,16.84,0,9.0,150.0,29.31,High,0,1,0,1,1.0862420767470067
29,44820.68,6.69,96.0,2.28,1.54,0.69,1.07,1.8,6.76,0.7,95.07,1.79,0.81,0,17.24,0,16.0,82.0,76.8,High,-1,0,1,1,0.6741404074528539
25,27914.31,2.51,144.0,2.14,1.92,0.77,2.02,1.73,4.33,0.62,67.45,0.23,0.35,0,23.32,0,9.0,77.0,35.72,Low,0,0,1,1,1.9243020221904295
26,40445.0,8.02,50.0,0.15,1.25,3.17,2.65,1.86,5.91,1.23,9.15,1.91,1.01,1,38.6,1,14.0,102.0,24.97,Low,1,1,0,1,0.5698253653584333
18,9273.63,6.53,98.0,2.34,0.9,1.7,1.61,2.04,8.05,0.42,29.5,1.28,2.08,1,9.75,0,17.0,102.0,62.17,High,1,1,0,1,0.7565083068134292
28,20611.56,6.07,85.0,2.56,0.51,1.0,1.43,3.39,6.18,1.43,61.79,1.09,0.49,1,23.11,0,16.0,163.0,38.55,High,-1,1,0,1,0.670510597938946
22,32995.6,7.15,83.0,1.37,0.91,2.98,1.72,1.33,5.49,2.08,59.2,2.09,0.78,1,29.51,1,16.0,98.0,76.28,High,0,0,1,1,0.7356642327742331
26,41375.07,4.32,70.0,1.75,0.68,0.78,1.75,1.61,6.52,1.1,22.13,1.12,0.81,1,22.65,0,10.0,128.0,25.79,Low,3,0,0,0,0.7430553835519945
19,52282.51,4.09,103.0,1.21,0.4,2.4,1.04,1.3,5.96,0.8,90.8,1.37,0.67,0,34.52,0,13.0,69.0,31.87,High,3,0,1,0,0.9804398580831643
34,19460.73,7.4,65.0,1.32,2.54,2.94,1.88,1.32,6.3,0.87,71.25,0.06,1.36,0,13.27,0,17.0,97.0,52.48,Moderate,0,0,1,1,0.9189187947407035
35,16200.56,7.78,45.0,4.41,1.34,2.97,2.2,2.85,5.87,1.16,3.18,2.96,0.12,0,26.77,0,9.0,83.0,33.5,High,1,0,1,0,1.1208224780433833
27,27078.88,5.66,58.0,1.7,1.21,1.2,1.97,1.7,7.76,0.63,98.45,1.66,0.69,1,15.25,0,15.0,113.0,42.19,Moderate,0,0,0,1,0.7261482815992436
33,570.08,5.66,61.0,1.17,1.11,1.75,0.41,4.32,6.16,1.59,55.73,1.27,1.4,1,27.02,1,9.0,123.0,67.7,High,0,0,1,0,0.7120140084780904
27,39597.8,5.87,92.0,2.3,3.79,2.57,2.04,1.65,3.88,0.56,61.74,1.13,0.99,1,23.67,1,11.0,69.0,14.27,Low,1,0,0,1,1.4752978747363075
23,7595.14,4.88,115.0,3.08,1.61,1.58,1.61,3.82,7.38,1.11,45.54,2.27,2.26,0,22.96,0,19.0,105.0,43.55,Moderate,3,1,0,0,1.2848358022877455
32,25589.72,6.44,95.0,2.97,1.04,2.61,1.43,3.21,7.77,0.85,1.92,2.77,0.69,0,40.07,0,19.0,125.0,57.38,High,2,0,0,1,1.0279501509394173
31,33125.48,6.57,84.0,0.86,2.19,1.25,0.4,2.09,6.21,0.57,62.69,2.09,1.67,0,9.92,0,15.0,117.0,21.54,High,1,0,0,0,0.6544900069269395
